State Name,Survey Year,Program Name,Definition Of Need,Test Score Merit Component,Performance Merit Component,Class Rank Merit Component,Grades Merit Component,Minimum Grade For Merit Component,Dollars Awarded To Under 2 Year In State Public Institutions,Recipients In Under 2 Year In State Public Institutions,Dollars Awarded To 2 Year In State Public Institutions,Recipients In 2 Year In State Public Institutions,Dollars Awarded To 4 Year In State Public Institutions,Recipients In 4 Year In State Public Institutions,Dollars Awarded To Out Of State Public Institutions,Recipients In Out Of State Public Institutions,Dollars Awarded To Under 2 Year In State Private Institutions,Recipients In Under 2 Year In State Private Institutions,Dollars Awarded To 2 Year In State Private Institutions,Recipients In 2 Year In State Private Institutions,Dollars Awarded To 4 Year In State Private Institutions,Recipients In 4 Year In State Private Institutions,Dollars Awarded To Out Of State Private Institutions,Recipients In Out Of State Private Institutions,Dollars Awarded To Under 2 Year In State Proprietary Institutions,Recipients In Under 2 Year In State Proprietary Institutions,Dollars Awarded To 2 Year In State Proprietary Institutions,Recipients In 2 Year In State Proprietary Institutions,Dollars Awarded To 4 Year In State Proprietary Institutions,Recipients In 4 Year In State Proprietary Institutions,Dollars Awarded To Out Of State Proprietary Institutions,Recipients In Out Of State Proprietary Institutions,Total Dollars Awarded,Total Number Of Recipients
Puerto Rico,2015,Undergraduate Supplementary Aid,Need (cost-EFC),        ,        ,        ,        ,0,,,,,182019,533,,,137185,684,582053,3166,8516406,24468,,,1941459,9936,2489415,9756,1020400,3209,,,14868937,51752
Puerto Rico,2016,Undergraduate Supplementary Aid,Need (cost-EFC),        ,        ,        ,        ,0,,,,,61130,527,,,43912,266,9582,83,3084289,13048,,,461649,3302,812618,4965,480030,1787,,,4953210,23978
Puerto Rico,2017,Undergraduate Supplementary Aid,Need (cost-EFC),        ,        ,        ,        ,0,,,,,70091,616,,,63469,280,203581,698,3272741,6567,,,629319,2514,862537,1576,436175,959,,,5537913,13210
Puerto Rico,2018,Undergraduate Supplementary Aid,Need (cost-EFC),        ,        ,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Puerto Rico,2011,"UPR Act 176 Special Grant Fund, Graduate",N/A,        ,        ,        ,        ,0,,,,,1105690,2040,,,,,,,,,,,,,,,,,,,1105690,2040
Puerto Rico,2012,"UPR Act 176 Special Grant Fund, Graduate",Expected Family Contribution,        ,        ,        ,        ,0,0,0,0,0,1318501,2575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1318501,2575
Puerto Rico,2011,"UPR Act 176 Special Grant Fund, Undergraduate",N/A,        ,        ,        ,        ,0,,,,,22352063,32570,,,,,,,,,,,,,,,,,,,22352063,32570
Puerto Rico,2012,"UPR Act 176 Special Grant Fund, Undergraduate",Expected Family Contribution,        ,        ,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Puerto Rico,2003,UPR Graduate Supplementary Aid,Need (cost-EFC),        ,        ,        ,        ,0,,,,,1475001,1084,,,,,,,,,,,,,,,,,,,1084,1475001
Puerto Rico,2004,UPR Graduate Supplementary Aid,Need (cost-EFC),        ,        ,        , CHECKED,3.5,,,,,1463234,1044,,,,,,,,,,,,,,,,,,,,
Puerto Rico,2005,UPR Graduate Supplementary Aid,Need (cost-EFC),        ,        ,        ,        ,0,,,,,1249199,769,,,,,,,,,,,,,,,,,,,1249199,769
Puerto Rico,2006,UPR Graduate Supplementary Aid,Need (cost-EFC),        ,        ,        ,        ,0,,,,,905070,508,,,,,,,,,,,,,,,,,,,905070,508
Puerto Rico,2007,UPR Graduate Supplementary Aid,Need (cost-EFC),        ,        ,        ,        ,0,,,,,1361329,764,,,,,,,,,,,,,,,,,,,1361329,764
Puerto Rico,2008,UPR Graduate Supplementary Aid,Need (cost-EFC),        ,        ,        ,        ,0,,,,,1312730,730,,,,,,,,,,,,,,,,,,,1312730,730
Puerto Rico,2009,UPR Graduate Supplementary Aid,Need (cost-EFC),        ,        ,        ,        ,0,,,,,1250998,695,,,,,,,,,,,,,,,,,,,1250998,695
Puerto Rico,2010,UPR Graduate Supplementary Aid,Need (cost-EFC),        ,        ,        ,        ,0,,,,,1426519,774,,,,,,,,,,,,,,,,,,,1426519,774
Puerto Rico,2011,UPR Graduate Supplementary Aid,Need (cost-EFC),        ,        ,        ,        ,0,,,,,1374799,770,,,,,,,,,,,,,,,,,,,1374799,770
Puerto Rico,2012,UPR Graduate Supplementary Aid,Need (cost-EFC),        ,        ,        ,        ,0,0,0,0,0,1357492,728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1357492,728
Puerto Rico,2013,UPR Graduate Supplementary Aid,Need (cost-EFC),        ,        ,        ,        ,0,0,0,0,0,1432240,779,0,0,,,,,,,,,,,,,,,,,1432240,779
Puerto Rico,2014,UPR Graduate Supplementary Aid,Need (cost-EFC),        ,        ,        ,        ,0,,,,,1327827,721,,,,,,,,,,,,,,,,,,,1327827,721
Puerto Rico,2015,UPR Graduate Supplementary Aid,Need (cost-EFC),        ,        ,        ,        ,0,,,,,1140490,614,,,,,,,,,,,,,,,,,,,1140490,614
Puerto Rico,2016,UPR Graduate Supplementary Aid,Need (cost-EFC),        ,        ,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Puerto Rico,2007,UPR Medical Sciences Campus ,Need (cost-EFC),        ,        ,        ,        ,0,,,,,1933124,139,,,,,,,,,,,,,,,,,,,1933124,139
Puerto Rico,2008,UPR Medical Sciences Campus ,Need (cost-EFC),        ,        ,        ,        ,0,,,,,1044764,134,,,,,,,,,,,,,,,,,,,1044764,134
Puerto Rico,2009,UPR Medical Sciences Campus ,Need (cost-EFC),        ,        ,        ,        ,0,,,,,1827783,141,,,,,,,,,,,,,,,,,,,1827783,141
Puerto Rico,2010,UPR Medical Sciences Campus ,N/A,        ,        ,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Puerto Rico,2011,UPR Medical Sciences Campus ,N/A,        ,        ,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Puerto Rico,2012,UPR Medical Sciences Campus ,N/A,        ,        ,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Puerto Rico,2013,UPR Medical Sciences Campus ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,2014,UPR Medical Sciences Campus ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,2003,UPR Recinto Ciencias Medicas ,Need (cost-EFC),        ,        ,        ,        ,0,,,,,1015431,171,,,,,,,,,,,,,,,,,,,171,1015431
Puerto Rico,2004,UPR Recinto Ciencias Medicas ,Need (cost-EFC),        ,        ,        ,        ,0,,,,,1483020,183,,,,,,,,,,,,,,,,,,,,
Puerto Rico,2005,UPR Recinto Ciencias Medicas ,Need (cost-EFC),        ,        ,        ,        ,0,,,,,1940503,193,,,,,,,,,,,,,,,,,,,1940503,193
Puerto Rico,2006,UPR Recinto Ciencias Medicas ,Need (cost-EFC),        ,        ,        ,        ,0,,,,,1824186,167,,,,,,,,,,,,,,,,,,,1824186,167
Puerto Rico,2003,UPR Undergraduate Supplementary Aid,Need (cost-EFC),        ,        ,        ,        ,0,,,2220492,3594,9846677,16885,,,,,,,,,,,,,,,,,,,20479,12067169
Puerto Rico,2004,UPR Undergraduate Supplementary Aid,Need (cost-EFC),        ,        ,        ,        ,0,,,,,10605634,18441,,,,,,,,,,,,,,,,,,,,
Puerto Rico,2005,UPR Undergraduate Supplementary Aid,Need (cost-EFC),        ,        ,        ,        ,0,,,,,9564533,19010,,,,,,,,,,,,,,,,,,,9564533,19010
Puerto Rico,2006,UPR Undergraduate Supplementary Aid,Need (cost-EFC),        ,        ,        ,        ,0,,,,,10274680,18350,,,,,,,,,,,,,,,,,,,10274680,18350
Puerto Rico,2007,UPR Undergraduate Supplementary Aid,Need (cost-EFC),        ,        ,        ,        ,0,,,,,10373941,18188,,,,,,,,,,,,,,,,,,,10373941,18188
Puerto Rico,2008,UPR Undergraduate Supplementary Aid,Need (cost-EFC),        ,        ,        ,        ,0,,,,,10251630,17156,,,,,,,,,,,,,,,,,,,10251630,17156
Puerto Rico,2009,UPR Undergraduate Supplementary Aid,Need (cost-EFC),        ,        ,        ,        ,0,,,,,9635388,14629,,,,,,,,,,,,,,,,,,,9635388,14629
Puerto Rico,2010,UPR Undergraduate Supplementary Aid,Need (cost-EFC),        ,        ,        ,        ,0,,,,,8966624,12792,,,,,,,,,,,,,,,,,,,8966624,12792
Puerto Rico,2011,UPR Undergraduate Supplementary Aid,Need (cost-EFC),        ,        ,        ,        ,0,,,,,9647993,13104,,,,,,,,,,,,,,,,,,,9647993,13104
Puerto Rico,2012,UPR Undergraduate Supplementary Aid,Need (cost-EFC),        ,        ,        ,        ,0,0,0,0,0,9311525,12858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9311525,12858
Puerto Rico,2013,UPR Undergraduate Supplementary Aid,Need (cost-EFC),        ,        ,        ,        ,0,0,0,0,0,9520032,13626,0,0,,,,,,,,,,,,,,,,,9520032,13626
Puerto Rico,2014,UPR Undergraduate Supplementary Aid,Need (cost-EFC),        ,        ,        ,        ,0,,,,,9688781,15194,,,,,,,,,,,,,,,,,,,9688781,15194
Puerto Rico,2015,UPR Undergraduate Supplementary Aid,Need (cost-EFC),        ,        ,        ,        ,0,,,,,8440455,12070,,,,,,,,,,,,,,,,,,,8440455,12070
Puerto Rico,2016,UPR Undergraduate Supplementary Aid,Need (cost-EFC),        ,        ,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhode Island,2003,Rhode Island State Grant Program,Need (cost-EFC),        ,        ,        ,        ,0,0,0,689553,1696,2357006,3879,489337,805,0,0,0,0,1416005,2129,1127663,1824,0,0,216055,395,0,0,14275,24,10752,6309894
Rhode Island,2004,Rhode Island State Grant Program,Need (cost-EFC),        ,        ,        ,        ,0,0,0,1514216,1895,4402496,3876,812157,727,16800,14,0,0,2844349,2301,2110903,1804,427460,400,0,0,0,0,43576,39,,
Rhode Island,2005,Rhode Island State Grant Program,Need (cost-EFC),        ,        ,        ,        ,0,0,0,2001441,2417,4733693,4163,929841,853,28000,28,24625,22,3022435,2512,2434629,2120,582859,626,0,0,0,0,63451,62,13820974,12803
Rhode Island,2006,Rhode Island State Grant Program,Need (cost-EFC),        ,        ,        ,        ,0,0,0,1637138,1999,4573578,3943,890336,780,30800,26,0,0,2929792,2419,2139865,1850,616812,601,0,0,0,0,64689,65,12883010,11683
Rhode Island,2007,Rhode Island State Grant Program,Need (cost-EFC),        ,        ,        ,        ,0,0,0,1977136,2229,4745101,4053,852747,755,18750,16,28350,24,2687367,2200,1996406,1692,642705,620,0,0,0,0,72026,70,13020588,11659
Rhode Island,2008,Rhode Island State Grant Program,Need (cost-EFC),        ,        ,        ,        ,0,,,2525125,2758,5559795,4675,976317,860,16100,12,33283,27,2933680,2363,2323475,1933,735592,733,,,,,232989,232,15336356,13593
Rhode Island,2009,Rhode Island State Grant Program,Need (cost-EFC),        ,        ,        ,        ,0,0,0,1637069,2649,3940507,4331,672072,752,0,0,0,0,2200438,2278,1557887,1726,482460,595,0,0,0,0,162052,200,10652485,12531
Rhode Island,2010,Rhode Island State Grant Program,Need (cost-EFC),        ,        ,        ,        ,0,,,1869311,2957,4189893,5187,708053,899,,,,,2031203,2504,1660360,2067,294425,446,,,2700,4,245935,367,11001880,14431
Rhode Island,2011,Rhode Island State Grant Program,Need (cost-EFC),        ,        ,        ,        ,0,0,0,3029057,3822,4609434,5818,790189,1050,0,0,0,0,2107170,2667,1843774,2390,526792,601,0,0,0,0,263396,419,13169812,16767
Rhode Island,2012,Rhode Island State Grant Program,Need (cost-EFC),        ,        ,        ,        ,0,0,0,3217198,4925,4830391,6009,671133,1098,0,0,22075,37,1726403,2849,1613282,2533,330649,673,3675,7,3675,7,190386,359,12608867,18497
Rhode Island,2013,Rhode Island State Grant Program,Need (cost-EFC),        ,        ,        ,        ,0,0,0,3057899,5183,4499474,6213,721511,1156,0,0,0,0,1892700,2877,1695736,2625,300830,607,0,0,0,0,237853,436,12406003,19097
Rhode Island,2014,Rhode Island State Grant Program,Need (cost-EFC),        ,        ,        ,        ,0,0,0,2923364,4954,4221459,6137,800252,1205,35526,52,0,0,1867054,2827,1662337,2412,29044,56,145500,285,0,0,236523,427,11921059,18355
Rhode Island,2015,Rhode Island State Grant Program,Need (cost-EFC),        ,        ,        ,        ,0,0,0,1810550,4536,2590375,5613,510528,1125,0,0,19100,44,1172685,2649,1043154,2225,27332,85,67450,172,0,0,124392,304,7365566,16753
Rhode Island,2016,Rhode Island State Grant Program,Need (cost-EFC),        ,        ,        ,        ,0,0,0,3338620,3266,4447852,3883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7786472,7149
Rhode Island,2017,Rhode Island State Grant Program,Need (cost-EFC),        ,        ,        ,        ,0,0,0,3235103,5130,4330999,3820,0,0,0,0,4172,8,1848630,2085,0,0,0,0,0,0,0,0,0,0,9418904,11043
Rhode Island,2018,Rhode Island State Grant Program,Need (cost-EFC),        ,        ,        ,        ,0,,,3338620,5400,4756380,4000,,,,,,,1936465,2085,,,,,,,,,,,10031465,11485
Rhode Island,2003,Vocational Rehabilitation,N/A,        ,        ,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhode Island,2004,Vocational Rehabilitation,Need (cost-EFC),        ,        ,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Rhode Island,2005,Vocational Rehabilitation,N/A,        ,        ,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0
SC CHE,2004,Academic Common Market Program,N/A,        ,        ,        ,        ,0,,,,,,,,125,,,,,,,,,,,,,,,,,,
SC CHE,2005,Academic Common Market Program,N/A,        ,        ,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0
SC CHE,2006,Academic Common Market Program,N/A,        ,        ,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0
SC CHE,2007,Academic Common Market Program,N/A,        ,        ,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0
SC CHE,2008,Academic Common Market Program,N/A,        ,        ,        ,        ,0,,,,,,,0,120,,,,,,,,,,,,,,,,,0,120
SC CHE,2009,Academic Common Market Program,N/A,        ,        ,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0
SC CHE,2010,Academic Common Market Program,N/A,        ,        ,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0
SC CHE,2011,Academic Common Market Program,N/A,        ,        ,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0
SC CHE,2012,Academic Common Market Program,N/A,        ,        ,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0
SC CHE,2013,Academic Common Market Program,N/A,        ,        ,        ,        ,0,,,,,,122,,,,,,,,,,,,,,,,,,,0,122
SC CHE,2014,Academic Common Market Program,N/A,        ,        ,        ,        ,0,,,,,,,,100,,,,,,,,,,,,,,,,,0,100
SC CHE,2015,Academic Common Market Program,N/A,        ,        ,        ,        ,0,,,,,,,,123,,,,,,,,,,,,,,,,,0,123
SC CHE,2016,Academic Common Market Program,N/A,        ,        ,        ,        ,0,,,,,,,,128,,,,,,,,,,,,,,,,,0,128
SC CHE,2017,Academic Common Market Program,N/A,        ,        ,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0
SC CHE,2018,Academic Common Market Program,N/A,        ,        ,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0
SC CHE,2004,Access & Equity Undergraduate Scholarship,N/A,        ,        ,        , CHECKED,2,,,12439,34,49000,37,,,,,,,,,,,,,,,,,,,,
SC CHE,2005,Access & Equity Undergraduate Scholarship,N/A,        ,        ,        , CHECKED,2,,,28680,105,31000,33,,,,,,,,,,,,,,,,,,,59680,138
SC CHE,2006,Access & Equity Undergraduate Scholarship,N/A,        ,        ,        , CHECKED,2,94028,233,,,22614,22,,,,,,,,,,,,,,,,,,,116642,255
SC CHE,2007,Access & Equity Undergraduate Scholarship,N/A,        ,        ,        , CHECKED,2,,,99757,259,63476,72,,,,,,,,,,,,,,,,,,,163233,331
SC CHE,2008,Access & Equity Undergraduate Scholarship,N/A,        ,        ,        , CHECKED,2,,,89045,273,87416,86,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176461,359
SC CHE,2009,Access & Equity Undergraduate Scholarship,N/A,        ,        ,        , CHECKED,2,60773,178,68969,73,,,,,,,,,,,,,,,,,,,,,129742,251
SC CHE,2010,Access & Equity Undergraduate Scholarship,N/A,        ,        ,        , CHECKED,2,,,,,,,,,,,,,,,,,,,,,,,,,0,0
SC CHE,2011,Access & Equity Undergraduate Scholarship,N/A,        ,        ,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0
SC CHE,2012,Access & Equity Undergraduate Scholarship,N/A,        ,        ,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0
SC CHE,2003,Graduate Incentive Scholarship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC CHE,2004,Graduate Incentive Scholarship,N/A,        ,        ,        ,        ,0,,,,,249462,134,,,,,,,,,,,,,,,,,,,,
SC CHE,2005,Graduate Incentive Scholarship,N/A,        ,        ,        ,        ,0,,,,,243196,128,,,,,,,,,,,,,,,,,,,243196,128
SC CHE,2006,Graduate Incentive Scholarship,N/A,        ,        ,        ,        ,0,,,,,246834,133,,,,,,,,,,,,,,,,,,,246834,133
SC CHE,2007,Graduate Incentive Scholarship,N/A,        ,        ,        ,        ,0,,,,,252091,124,,,,,,,,,,,,,,,,,,,252091,124
SC CHE,2008,Graduate Incentive Scholarship,N/A,        ,        ,        ,        ,0,0,0,0,0,250670,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250670,138
SC CHE,2009,Graduate Incentive Scholarship,N/A,        ,        ,        ,        ,0,,,,,207944,131,,,,,,,,,,,,,,,,,,,207944,131
SC CHE,2010,Graduate Incentive Scholarship,N/A,        ,        ,        ,        ,0,,,,,208000,130,,,,,,,,,,,,,,,,,,,208000,130
SC CHE,2011,Graduate Incentive Scholarship,N/A,        ,        ,        ,        ,0,,,,,208000,130,,,,,,,,,,,,,,,,,,,208000,130
SC CHE,2012,Graduate Incentive Scholarship,N/A,        ,        ,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0
SC CHE,2008,Legislative Incentives for Future Excellence (LIFE) Scholarship,N/A, CHECKED,        , CHECKED, CHECKED,3,0,0,18166876,5656,103175520,19707,0,0,0,0,1526883,327,25047018,4951,0,0,0,0,0,0,0,0,0,0,147916297,30641
SC CHE,2009,Legislative Incentives for Future Excellence (LIFE) Scholarship,N/A, CHECKED,        , CHECKED, CHECKED,3,0,0,19302971,5856,104611069,19825,,,,,1662556,359,25018738,4964,,,,,,,,,,,150595334,31004
SC CHE,2010,Legislative Incentives for Future Excellence (LIFE) Scholarship,N/A, CHECKED,        , CHECKED, CHECKED,3,,,23155633,6773,108498289,20640,,,,,1859679,405,27464391,5453,,,,,,,,,,,160977992,33271
SC CHE,2011,Legislative Incentives for Future Excellence (LIFE) Scholarship,N/A, CHECKED,        , CHECKED, CHECKED,3,,,24951554,6889,109989761,20990,,,,,1913340,417,27590039,5574,,,,,,,,,,,164444694,33870
SC CHE,2012,Legislative Incentives for Future Excellence (LIFE) Scholarship,N/A, CHECKED,        , CHECKED, CHECKED,3,22462345,5976,4002254,884,112693428,21514,,,,,1941505,431,28523918,5627,,,,,,,,,,,169623450,34432
SC CHE,2013,Legislative Incentives for Future Excellence (LIFE) Scholarship,N/A, CHECKED,        , CHECKED, CHECKED,3,24755211,6430,3940150,866,116833514,22099,,,,,2057980,453,28077228,5536,,,,,,,,,,,175664083,35384
SC CHE,2014,Legislative Incentives for Future Excellence (LIFE) Scholarship,N/A, CHECKED,        , CHECKED, CHECKED,3,,,31914837,7890,117739110,22096,,,,,2064256,461,28585925,5673,,,,,,,,,,,180304128,36120
SC CHE,2015,Legislative Incentives for Future Excellence (LIFE) Scholarship,N/A, CHECKED,        , CHECKED, CHECKED,3,,,34469805,8399,120219082,22534,,,,,2025855,450,29724811,5885,,,,,,,,,,,186439553,37268
SC CHE,2016,Legislative Incentives for Future Excellence (LIFE) Scholarship,N/A, CHECKED,        , CHECKED, CHECKED,3,,,36562254,8792,124955418,23310,,,,,1991746,443,31223128,6071,,,,,,,,,,,194732546,38616
SC CHE,2017,Legislative Incentives for Future Excellence (LIFE) Scholarship,N/A, CHECKED,        , CHECKED, CHECKED,3,,,39827339,9396,127660345,23924,,,,,1969441,422,32826576,6488,,,,,,,,,,,202283701,40230
SC CHE,2018,Legislative Incentives for Future Excellence (LIFE) Scholarship,N/A, CHECKED,        , CHECKED, CHECKED,3,,,44572977,10596,130832208,24478,,,,,1901353,415,33343470,6686,,,,,,,,,,,210650008,42175
SC CHE,2003,LIFE Scholarship,N/A, CHECKED,        , CHECKED, CHECKED,3,,,7978707,3495,75906819,16069,0,0,,,598902,188,22058490,4750,0,0,,,,,,,,,24502,106542918
SC CHE,2004,LIFE Scholarship,N/A, CHECKED,        , CHECKED, CHECKED,3,,,10131835,3840,85342499,17837,,,,,935766,259,22802209,4763,,,,,,,,,,,,
SC CHE,2005,LIFE Scholarship,N/A, CHECKED,        , CHECKED, CHECKED,3,,,11968927,4305,90729377,18944,,,,,1092361,270,23358959,4912,,,,,,,2918,2,,,127152542,28433
SC CHE,2006,LIFE Scholarship,N/A, CHECKED,        , CHECKED, CHECKED,3,,,13762963,4715,93210199,19488,,,,,1260832,288,22652764,4731,,,,,,,35833,9,,,130922591,29231
SC CHE,2007,LIFE Scholarship,N/A, CHECKED,        , CHECKED, CHECKED,3,,,16142325,5083,94029284,19634,,,,,1474386,320,22633505,4787,,,57502,14,,,,,,,134337002,29838
SC CHE,2003,Lottery Tuition Assistance,Expected Family Contribution,        ,        ,        ,        ,0,29090898,29785,,,,,,,621154,395,,,,,,,,,,,,,,,30180,29712052
SC CHE,2004,Lottery Tuition Assistance,N/A,        ,        ,        ,        ,0,0,0,36664097,36478,0,0,0,0,0,0,538656,353,0,0,0,0,0,0,0,0,0,0,0,0,,
SC CHE,2005,Lottery Tuition Assistance,N/A,        ,        ,        ,        ,0,,,38901530,38435,,,,,,,615913,385,,,,,,,,,,,,,39517443,38820
SC CHE,2006,Lottery Tuition Assistance,N/A,        ,        ,        ,        ,0,,,43151579,40359,,,,,,,573420,349,,,,,,,,,,,,,43724999,40708
SC CHE,2007,Lottery Tuition Assistance,N/A,        ,        ,        ,        ,0,,,48077590,41672,,,,,,,634879,361,,,,,,,,,,,,,48712469,42033
SC CHE,2008,Lottery Tuition Assistance,N/A,        ,        ,        ,        ,0,0,0,42487859,41673,0,0,0,0,0,0,518598,344,0,0,0,0,0,0,0,0,0,0,0,0,43006457,42017
SC CHE,2009,Lottery Tuition Assistance,N/A,        ,        ,        ,        ,0,,,46565002,45347,,,,,,,434998,281,,,,,,,,,,,,,47000000,45628
SC CHE,2010,Lottery Tuition Assistance,N/A,        ,        ,        ,        ,0,,,46565002,45347,,,,,,,434998,281,,,,,,,,,,,,,47000000,45628
SC CHE,2011,Lottery Tuition Assistance,N/A,        ,        ,        ,        ,0,,,38945738,37805,,,,,,,478576,304,,,,,,,,,,,,,39424314,38109
SC CHE,2012,Lottery Tuition Assistance,N/A,        ,        ,        ,        ,0,41676545,39917,1707062,2274,,,,,,,491504,305,,,,,,,,,,,,,43875111,42496
SC CHE,2013,Lottery Tuition Assistance,N/A,        ,        ,        ,        ,0,50761765,40943,2053360,2324,,,,,,,496111,257,,,,,,,,,,,,,53311236,43524
SC CHE,2014,Lottery Tuition Assistance,N/A,        ,        ,        ,        ,0,,,50963773,41667,,,,,,,541284,283,,,,,,,,,,,,,51505057,41950
SC CHE,2015,Lottery Tuition Assistance,N/A,        ,        ,        ,        ,0,,,50143088,41320,,,,,521242,265,,,,,,,,,,,,,,,50664330,41585
SC CHE,2016,Lottery Tuition Assistance,N/A,        ,        ,        ,        ,0,,,52702605,41278,,,,,,,519863,250,,,,,,,,,,,,,53222468,41528
SC CHE,2017,Lottery Tuition Assistance,N/A,        ,        ,        ,        ,0,,,52896613,41950,,,,,,,443203,216,,,,,,,,,,,,,53339816,42166
SC CHE,2018,Lottery Tuition Assistance,N/A,        ,        ,        ,        ,0,,,46435043,38647,,,,,,,533058,273,,,,,,,,,,,,,46968101,38920
SC CHE,2004,National Guard Student Loan Repayment Program,N/A,        ,        ,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,,
SC CHE,2005,National Guard Student Loan Repayment Program,N/A,        ,        ,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0
SC CHE,2006,National Guard Student Loan Repayment Program,N/A,        ,        ,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0
SC CHE,2007,National Guard Student Loan Repayment Program,N/A,        ,        ,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0
SC CHE,2008,National Guard Student Loan Repayment Program,N/A,        ,        ,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0
SC CHE,2009,National Guard Student Loan Repayment Program,N/A,        ,        ,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,,
SC CHE,2010,National Guard Student Loan Repayment Program,N/A,        ,        ,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0
SC CHE,2003,Other Race Program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC CHE,2003,Palmetto Fellows Scholarship,N/A, CHECKED,        , CHECKED, CHECKED,3.5,,,,,15185252,2386,,,,,,,3904777,599,,,,,,,,,,,2985,19090029
SC CHE,2004,Palmetto Fellows Scholarship,N/A, CHECKED,        , CHECKED, CHECKED,3.5,,,,,17089273,2682,,,,,,,4806134,732,,,,,,,,,,,,
SC CHE,2005,Palmetto Fellows Scholarship,N/A, CHECKED,        , CHECKED, CHECKED,3.5,,,,,18582597,2886,,,,,,,5539035,841,,,,,,,,,,,24121632,3727
SC CHE,2006,Palmetto Fellows Scholarship,N/A, CHECKED,        , CHECKED, CHECKED,3.5,,,,,21632369,3366,,,,,,,6776235,1035,,,,,,,,,,,28408604,4401
SC CHE,2007,Palmetto Fellows Scholarship,N/A, CHECKED,        , CHECKED, CHECKED,3.5,,,,,31410350,4846,,,,,,,,,,,,,,,,,,,31410350,4846
SC CHE,2008,Palmetto Fellows Scholarship,N/A, CHECKED,        , CHECKED, CHECKED,3.5,0,0,0,0,30898426,3965,0,0,0,0,0,0,9579698,1253,0,0,0,0,0,0,0,0,0,0,40478124,5218
SC CHE,2009,Palmetto Fellows Scholarship,N/A, CHECKED,        , CHECKED, CHECKED,3.5,,,,,33613556,4231,,,,,,,10422336,1359,,,,,,,,,,,44035892,5590
SC CHE,2010,Palmetto Fellows Scholarship,N/A, CHECKED,        , CHECKED, CHECKED,3.5,,,,,31027193,4509,,,,,,,11250047,1462,,,,,,,,,,,42277240,5971
SC CHE,2011,Palmetto Fellows Scholarship,N/A, CHECKED,        , CHECKED, CHECKED,3.5,,,,,37280340,4718,,,,,,,11656994,1513,,,,,,,,,,,48937334,6231
SC CHE,2012,Palmetto Fellows Scholarship,N/A, CHECKED,        , CHECKED, CHECKED,3.5,,,,,39451322,4930,,,,,,,12130419,1560,,,,,,,,,,,51581741,6490
SC CHE,2013,Palmetto Fellows Scholarship,N/A, CHECKED,        , CHECKED, CHECKED,3.5,,,,,42328676,5285,,,,,,,11619025,1486,,,,,,,,,,,53947701,6771
